OBJECTID,Shape_Leng,Shape_Area,TAZ_O
786,6392.73756271,2171226.34588,1041
787,6567.65525227,2329306.16769,1042
788,6884.55416248,2281821.35533,1043
789,6170.46063665,2191963.00999,1044
790,6361.0074776,2050677.95141,1045
791,6023.9537358,2220612.21148,1046
792,4133.03933576,867626.360163,1047
793,3213.05897513,620449.068219,1048
794,5593.89123985,1396655.8054,1049
795,5668.37475977,1492377.95655,1050
796,5993.44541793,1909635.38451,1051
797,6117.17090142,2050396.16247,1052
798,6146.02226935,2046828.08486,1053
799,10530.0259605,6426791.40859,1054
800,6235.25977329,2130312.15942,1055
801,6163.92397866,2104108.01114,1056
802,4518.94801006,1215338.65165,1057
803,3915.58053639,953073.458016,1058
804,6594.46834496,2522933.96259,1059
805,6719.36870246,2579084.84697,1060
806,4257.71345688,1078922.72258,1061
807,4699.6112216,1431872.7168,1062
808,6943.72853585,2621736.91289,1063
809,6128.44394973,1886389.55869,1064
810,5714.29986899,1614132.13584,1065
811,6761.12823002,2683419.33614,1066
812,5537.47276089,1426772.90237,1067
813,6834.93283899,2787238.74869,1068
814,7393.8186942,2467249.2985,1069
815,6603.80744353,1780844.85354,1070
816,5970.97903912,1263303.87331,1071
817,7701.32897573,2933993.59638,1072
818,8183.71856634,4146101.35126,1073
819,8172.92865937,4160768.38126,1074
820,8291.81182081,4231546.47286,1075
821,4729.29695383,677236.917617,1076
822,7674.8717734,3593360.21387,1077
823,5547.30323431,1625618.74619,1078
824,7092.39583875,2727654.77519,1079
825,5700.95637403,1579348.10479,1080
826,4662.26930134,1208373.54993,1081
827,5530.23759097,1614334.89286,1082
828,5771.14995249,1761457.14199,1083
829,6403.94751845,2072206.21958,1084
830,4846.37149505,1047080.51652,1085
831,6869.61481064,1646581.02832,1086
832,5526.02918041,1732058.27282,1087
833,4971.10189186,913270.511055,1088
834,5699.41954245,1643288.48694,1089
835,4642.61735969,1162307.82074,1090
836,4320.10715889,884054.494608,1091
837,7768.65263671,3608414.47125,1092
838,7144.91306554,2381637.66544,1093
839,6808.94697546,2457923.23699,1094
840,6258.9307609,1942489.77064,1095
841,6302.7882576,2264125.66623,1096
842,8186.68054771,4165882.74124,1097
843,8175.29875757,4215693.66179,1098
844,8207.00737781,4169823.89776,1099
845,5524.82816488,1267730.28532,1100
846,7343.3955331,3137907.44629,1101
847,8064.67881945,3030585.2442,1102
848,5463.10027757,1321060.23581,1103
849,7030.58020633,1066391.89146,1104
850,8229.79645663,3418416.28352,1105
851,5909.50892394,1725414.75315,1106
852,6766.46977274,2617939.12086,1107
853,5905.72719652,1755755.13314,1108
854,6904.79421872,2666261.58454,1109
855,6588.79806237,2323508.02011,1110
856,6417.65803486,2099370.17587,1111
857,7643.63003126,3583783.87939,1112
858,9348.05957303,5090235.11709,1113
859,8193.21447046,2284111.5251,1114
860,7320.71533872,2607159.15554,1115
861,8830.61684909,4781436.03563,1116
862,8396.18255997,3203169.16306,1117
863,7918.85074094,3718615.97395,1118
864,6565.31399905,2200384.69454,1119
865,5741.16891583,1444950.02217,1120
866,5726.23961536,1343228.96374,1121
867,6246.17773537,2364734.6373,1122
868,5512.26338589,1413886.5861,1123
869,6703.25852022,2330796.61302,1124
870,2292.5616307,215029.176941,1125
871,5132.58124833,1637736.90709,1126
872,3042.45436022,372165.52883,1127
873,4813.78414172,1251672.72165,1128
874,7786.85817906,2839779.83227,1129
875,5397.48738731,1245879.94235,1130
876,7645.15179361,2731221.27631,1131
877,5752.54213078,1317345.05894,1132
878,7193.14113828,2409735.71829,1133
879,7473.72851875,1624996.57026,1134
880,8112.05841218,4034510.90122,1135
881,6945.07634443,2114510.70004,1136
882,7022.4369409,2304749.57699,1137
883,8415.07907641,4399700.01063,1138
884,8253.12673437,4274830.25193,1139
885,6905.33725257,2706462.4152,1140
886,6382.23616922,2200535.78385,1141
887,6710.13952329,2347895.95236,1142
888,6049.69120997,1976120.4578,1143
889,6038.18261347,1978105.57429,1144
890,6043.15079852,1977635.85711,1145
891,6033.20729817,1961960.6521,1146
892,6012.16432084,1611405.64551,1147
893,6706.27845535,1877598.80541,1148
894,6635.94762439,1550507.86651,1149
895,6241.82821565,1700635.26476,1150
896,5059.93204059,1405547.99363,1151
897,6638.76386343,1710431.33575,1152
898,5371.69495309,1001378.73746,1153
899,4850.63056828,1405687.19893,1154
900,5862.10160376,1792211.6856,1155
901,6824.94257487,1927340.65568,1156
902,9042.07174847,3095295.33069,1157
903,5135.0975486,1056816.50703,1158
904,3692.88054204,844516.135796,1159
905,4533.54192221,1177532.08029,1160
906,4916.45327891,1433246.32557,1161
907,4030.9863403,1012134.21213,1162
908,6232.26351148,2181662.37971,1163
909,6220.16193926,2128822.36708,1164
910,6183.87072078,2125290.88108,1165
911,6168.59261738,2110538.22925,1166
912,8205.81120042,4094413.58315,1167
913,8287.83622874,2049781.42472,1168
914,6984.42327954,2047706.09623,1169
915,6577.48385735,1483594.14555,1170
916,7406.2687253,2674911.81819,1171
917,5995.83543841,1922127.82342,1172
918,5246.05731843,1454396.1539,1173
919,3493.42845519,750299.434698,1174
920,4008.27646793,879887.261085,1175
921,4700.83696728,1363872.6079,1176
922,6518.93710958,2348269.50003,1177
923,5211.21986718,1693307.67068,1178
924,6592.05065657,1962579.89154,1179
925,5760.88519404,1916679.45038,1180
926,2991.59485754,487237.408508,1181
927,6413.26090944,2031965.4306,1182
928,4703.88196971,1335078.66057,1183
929,5514.45977879,1823237.34233,1184
930,4361.25935165,985930.427988,1185
931,5512.21028597,1753350.72074,1186
932,6384.00038228,1751218.8106,1187
933,6605.6433588,1474044.72596,1188
934,9191.10613421,2335359.18692,1189
935,6663.35541832,1839884.03502,1190
936,8147.93348414,4156955.87319,1191
937,12554.2955186,8556729.98069,1192
938,8437.33765998,4422570.13474,1193
939,6386.25767317,2039243.76369,1194
940,6423.81602176,2332647.96644,1195
941,6715.0857077,2356841.34234,1196
942,4604.85161856,1148295.57874,1197
943,6591.19554154,2273381.08768,1198
944,5944.04340085,1716604.46684,1199
945,6323.76704611,2100659.29813,1200
946,6404.0405756,2213785.64523,1201
947,5920.40586221,1896059.92804,1202
948,7026.80964958,2340626.64507,1203
949,5834.9868925,1592120.7871,1204
950,6655.51964788,2598057.74361,1205
951,6404.94319527,1683168.75347,1206
952,6669.65468423,2590631.15115,1207
953,6272.05542636,2192917.71255,1208
954,6308.22055959,2097257.11722,1209
955,8325.76575621,4294521.16805,1210
956,12411.3779918,8365179.25318,1211
957,8152.88347765,4064606.29395,1212
958,6576.54805245,2281448.53991,1213
959,5726.09099839,1853428.95547,1214
960,6263.06621671,1672962.62989,1215
961,7061.77885201,2516632.84795,1216
962,6313.73933498,2206065.26036,1217
963,8100.62313231,3995210.14848,1218
964,7272.19237267,2548354.1189,1219
965,10654.7350726,6441572.94907,1220
966,13054.9122092,9155330.84608,1221
967,7532.82275765,2195951.94277,1222
968,6809.75381492,2648498.18783,1223
969,7316.59916119,2572223.90093,1224
970,8223.31566082,3057034.18668,1225
971,8511.54896288,1931895.34144,1226
972,12716.486223,5460516.64029,1227
973,10975.9438263,7001956.60839,1228
974,10465.7053112,6396955.31451,1229
975,7930.34291412,2573447.05189,1230
976,6821.21672462,2020871.46193,1231
977,8727.16408724,3054521.89701,1232
978,5167.00711571,1562818.01379,1233
979,6483.41388846,2337674.69769,1234
980,7471.76250252,3051233.2022,1235
981,6191.4880751,1412230.12923,1236
982,7687.99116412,3481806.85398,1237
983,5093.69844973,1201437.56719,1238
984,8029.36296175,2872096.93248,1239
985,8102.92875815,4085969.37215,1240
986,8303.66379453,4340563.54251,1241
987,8344.7166972,4329585.68773,1242
988,8843.16432037,2935044.63936,1243
989,7834.8762874,2176980.57904,1244
990,6989.26660685,2495804.89375,1245
991,6687.44703402,2458505.42876,1246
992,7386.65073686,3170972.6449,1247
993,7988.70447333,3727332.1787,1248
994,7248.9506708,1953417.70572,1249
995,6705.50044421,2523770.50102,1250
996,6296.94254229,2131367.17956,1251
997,5100.76022303,1298413.99617,1252
998,6387.5618676,1744520.9364,1253
999,5210.05793503,1389995.85964,1254
1000,5890.74301837,1973484.45622,1255
1001,5972.10714074,1819780.42736,1256
1002,5828.267696,1800735.06891,1257
1003,5436.10259162,1527342.72239,1258
1004,7493.02800946,3436806.29477,1259
1005,9247.64001914,3176909.58001,1260
1006,5348.96653834,1463699.6245,1261
1007,4996.10486942,1439314.58389,1262
1008,6884.55964416,1938050.20535,1263
1009,5308.7224194,1620376.8598,1264
1010,6045.68464052,1907813.10328,1265
1011,5221.99766623,1590155.91309,1266
1012,28474.9092104,40330397.9361,1267
1013,27452.3024151,40568055.4942,1268
1014,8240.6452184,4215996.96282,1269
1015,8173.57181405,4094307.37809,1270
1016,20490.9098031,16738671.0956,1271
1017,8277.23407103,4190465.95875,1272
1018,8043.82528448,4049940.18557,1273
1019,10442.1259037,6349456.33652,1274
1020,8178.1951758,4161079.27668,1275
1021,18467.1200406,18819294.901,1276
1022,22788.9624823,31781668.0662,1277
1023,18541.5424025,20879667.8961,1278
1024,17196.4265565,4844290.15329,1279
1025,29374.9125226,36687623.1747,1280
1026,12300.3844511,6333079.98312,1281
1027,26978.998314,44024629.9666,1282
1028,22536.4814481,29077779.9114,1283
1029,10224.9868511,4087028.54549,1284
1030,8454.59276172,4466991.47652,1285
1031,8451.34883757,4393602.77229,1286
1032,8069.47718731,4048807.77823,1287
1033,8536.59983276,3895997.71009,1288
1034,8094.85069821,4097620.23998,1289
1035,8095.71536575,4051637.28976,1290
1036,18690.2054541,18443024.5636,1291
1037,14133.0594436,11436331.0304,1292
1038,18635.1278265,19127591.2876,1293
1039,31037.458483,46631012.2421,1294
1040,16596.1876495,16971913.3034,1295
1041,21181.4478251,26297279.9771,1296
1042,11981.3988618,6648307.76369,1297
1043,9387.47500009,4538091.39518,1298
1044,9437.23212926,5007433.12773,1299
1045,7919.60038715,3641746.87449,1300
1046,7372.30639105,2274079.89454,1301
1047,6567.27944708,1940334.61859,1302
1048,10888.7572168,3347329.02538,1303
1049,17649.4249762,13883574.4858,1304
1050,16188.7650346,12530285.3532,1305
1051,15844.5380521,12123110.4356,1306
1052,15328.9647655,11600508.747,1307
1053,12370.9008256,6216854.8013,1308
1054,8597.3214635,2420235.31826,1309
1055,10175.7574441,4194045.12987,1310
1056,8806.49098997,3021991.97229,1311
1057,20001.5842538,21202995.2746,1312
1058,12060.4735423,5671501.86816,1313
1059,9811.03279243,4834136.02803,1314
1060,10462.2969625,5780064.41467,1315
1061,8510.39412656,4205221.81477,1316
1062,9850.22320076,5793509.52898,1317
1063,7504.31079221,3272736.57679,1318
1064,8205.24276727,4159681.82229,1319
1065,8221.11529237,4220319.55683,1320
1066,12321.3064088,8407678.62833,1321
1067,8213.49452016,4187908.36591,1322
1068,8185.89241576,4199145.53722,1323
1069,8346.54016177,4182217.41228,1324
1070,8235.07298753,4204683.90283,1325
1071,8351.46052991,2576251.81533,1326
1072,16416.2871501,16527904.3015,1327
1073,28796.2647005,41977907.67,1328
1074,31953.6107543,54291002.8726,1329
1075,21561.306842,26212480.06,1330
1076,9753.29640965,5861913.2176,1331
1077,13886.5956119,10267290.0974,1332
1078,7047.51395789,2356415.9023,1333
1079,7770.6378762,2867472.33001,1334
1080,10221.7322755,6254028.88873,1335
1081,8262.00201691,4301790.70016,1336
1082,19816.4465793,15318341.518,1337
1083,7023.89103232,2758007.55964,1338
1084,5443.45018507,1839184.02389,1339
1085,5570.74531217,1593041.12748,1340
1086,5481.17903318,1448426.88938,1341
1087,6682.86636708,2646899.8621,1342
1088,27067.6784721,38727344.9316,1343
1089,23102.8720975,28838385.6905,1344
1090,23995.2507073,25515119.7912,1345
1091,28104.8377165,40600373.6963,1346
1092,24073.0445741,28470042.9683,1347
1093,24471.0722925,30848603.9567,1348
1094,32434.7231372,70840027.0632,1349
1095,24464.979504,30518938.64,1350
1096,16605.8750678,17096838.3391,1351
1097,16572.8679773,17049649.6841,1352
1098,13065.7173528,10795467.7243,1353
1099,3860.40478934,808857.926544,1501
1100,5296.28337409,1715850.85091,1502
1101,7126.78009238,2481748.25741,1503
1102,8863.62595711,2956952.0095,1504
1103,5839.96279362,1872129.39969,1505
1104,6296.66888016,1903215.84717,1506
1105,7520.61235095,1869298.10799,1507
1106,5853.33516928,1594796.02527,1508
1107,6443.35922331,2504947.07494,1509
1108,4089.71728947,982346.140365,1510
1109,6790.26305164,1410937.62336,1511
1110,6211.65640713,2154663.25068,1512
1111,1645.85649808,159589.577334,1513
1112,7707.72445478,2537948.83824,1514
1113,7665.90514859,3356351.31249,1515
1114,5299.15406486,1672632.79292,1516
1115,7282.52021216,3399998.37458,1517
1116,6558.59941431,2543075.55982,1518
1117,10715.4170775,3788571.81752,1519
1118,9057.76724881,4996286.8629,1520
1119,8605.983506,4307512.75932,1521
1120,4587.47202706,1125954.71373,1522
1121,3643.48625604,800486.431197,1523
1122,3958.95836327,819972.301871,1524
1123,5565.54586338,1258534.53935,1525
1124,5898.44783501,1637838.66495,1526
1125,6297.46749251,1910321.1,1527
1126,5055.97615816,1496763.76579,1528
1127,6205.10385514,1932904.22095,1529
1128,4494.83290184,1238398.49259,1530
1129,5631.29065164,1482320.72711,1531
1130,1918.7666105,200968.613818,1532
1131,6069.74267051,1969396.93958,1533
1132,8075.33131035,2164227.90693,1534
1133,6222.5079248,2202430.84623,1535
1134,6014.5623029,1889024.3577,1536
1135,4463.38566103,1000710.71461,1537
1136,5501.00472344,1346028.013,1538
1137,13826.8620676,7448525.9376,1539
1138,9918.25370662,4294088.41796,1540
1139,11203.2625587,2642398.2233,1541
1140,13294.2422711,3377901.82457,1542
1141,10440.2395972,3283436.53181,1543
1142,4354.22067333,1003429.9913,1544
1143,7421.17373891,2514977.80681,1545
1144,9797.17805631,4750140.78931,1546
1145,5669.70287087,1960056.29641,1547
1146,7571.17961451,3376010.83404,1548
1147,9636.46193008,4912113.91244,1549
1148,6165.23507281,2149092.77404,1550
1149,13452.8598103,5284286.64782,1551
1150,8496.68005371,2442220.49037,1552
1151,6101.99648485,1866138.42824,1553
1152,7925.0263419,2599523.89747,1554
1153,9100.04976685,2570916.50704,1555
1154,4915.75428012,1323960.51539,1556
1155,3490.62890537,615216.522548,1557
1156,3544.56463857,804191.764202,1558
1157,6078.97692411,2027144.28379,1559
1158,6102.66201047,1987479.70609,1560
1159,7128.83423114,1756699.6732,1561
1160,6559.04304951,2367977.25551,1562
1161,5422.70282084,1553963.89865,1563
1162,8455.0507654,2544345.91934,1564
1163,4982.8736227,1238902.36065,1565
1164,3038.96022861,569788.521618,1566
1165,4125.26389419,749976.867967,1567
1166,6251.61599262,1918198.00201,1568
1167,6450.83540709,2318765.33361,1569
1168,7146.89661721,2329644.94044,1570
1169,8156.32217358,3282126.48182,1571
1170,4828.61334711,1290503.17856,1572
1171,3714.99348888,862020.895116,1573
1172,6144.0380349,2035333.94721,1574
1173,6124.60922312,1577636.44755,1575
1174,5855.92132725,1983502.79867,1576
1175,5734.77272218,1915492.11868,1577
1176,9318.22835673,3255156.427,1578
1177,5060.82950606,1513539.63686,1579
1178,5651.64469178,1916208.53837,1580
1179,4962.31323987,1546131.47453,1581
1180,5338.81478488,1635553.93683,1582
1181,4873.36066242,1390817.47077,1583
1182,5528.25134085,1628719.04977,1584
1183,9119.21188405,3323885.51093,1585
1184,6129.71636086,2041399.95492,1586
1185,6140.47840406,1974509.69694,1587
1186,5387.98644083,1757614.35569,1588
1187,4951.93356683,1500172.01351,1589
1188,7676.17191136,3496316.2892,1590
1189,6334.60939641,2491983.82345,1591
1190,5215.512853,1438710.87819,1592
1191,7496.29136737,3315324.92772,1593
1192,10612.6413263,3577131.16384,1594
1193,6146.43698367,1971978.45864,1595
1194,7438.9509824,3379773.51032,1596
1195,6002.59680256,1395427.54228,1597
1196,5774.86548942,1663807.81048,1598
1197,5552.74744679,1344385.96248,1599
1198,6362.05751906,2234270.13835,1600
1199,6678.44852648,2301383.35836,1601
1200,4462.56567236,1141581.47136,1602
1201,8430.42182906,4033081.73335,1603
1202,6278.81522629,2289690.74727,1604
1203,7338.5037499,3439488.61438,1605
1204,5661.70563857,1921898.33316,1606
1205,7930.50497277,3474657.50475,1607
1206,3126.37497253,491466.717263,1608
1207,15440.5252618,7195628.03306,1609
1208,8844.23784593,4099600.4399,1610
1209,6808.86857695,2129668.06337,1611
1210,4981.18592016,1426955.53436,1612
1211,6854.71945692,1425198.72256,1613
1212,5255.97113529,1656608.53931,1614
1213,9320.61874497,2984872.81199,1615
1214,5707.59931814,2090787.2823,1616
1215,5548.47447159,1927926.61758,1617
1216,7865.31452946,2006144.38229,1618
1217,7151.54383683,2851961.34331,1619
1218,6338.04929534,1328172.33959,1620
1219,8319.40853404,3254072.24457,1621
1220,6962.79780808,1704976.7619,1622
1221,9049.60785562,4870162.22141,1623
1222,6449.97570868,2489203.5624,1624
1223,6923.20396699,2813820.90881,1625
1224,7480.60237348,3329229.41484,1626
1225,7685.19084533,3387161.01917,1627
1226,7212.991945,2918963.01778,1628
1227,10583.5495806,3735276.66758,1629
1228,7486.49073072,2405909.03993,1630
1229,4920.0693684,1502045.30259,1631
1230,8931.79002913,4262099.76603,1632
1231,4588.02041565,783375.193424,1633
1232,5867.7004627,2126102.21753,1634
1233,5834.63909368,2148550.03094,1635
1234,11889.7408263,7007451.03708,1636
1235,11746.7226989,5822381.17399,1637
1236,4647.23331245,990527.544036,1638
1237,4095.24219565,883987.004937,1639
1238,6872.02971905,2710690.16725,1640
1239,4805.25511218,1295705.27502,1641
1240,5400.18049736,1670532.64512,1642
1241,6818.08851588,1780748.5003,1643
1242,4494.84292451,1216733.12389,1644
1243,5089.44203701,1055190.57975,1645
1244,6183.12844174,2218234.40272,1646
1245,5058.68249801,1207398.19108,1647
1246,5378.63109772,1129014.45745,1648
1247,2455.61423238,328148.267606,1649
1248,3061.0114883,446987.836936,1650
1249,3031.17929684,496010.610953,1651
1250,2909.7077855,363934.998872,1652
1251,10094.114374,4518358.35521,1653
1252,9181.10015792,4074985.08421,1654
1253,3950.23660403,938506.843235,1655
1254,6309.78999712,2345499.58557,1656
1255,4117.04269626,870798.545785,1657
1256,7681.37198011,3342031.0099,1658
1257,6222.16719061,1712813.95473,1659
1258,6620.50421793,2218104.29193,1660
1259,6494.51601036,2623575.80801,1661
1260,5876.35409292,2105016.87919,1662
1261,5838.19519443,2087014.73077,1663
1262,5795.61490475,2044595.83238,1664
1263,6125.21468583,2157615.9855,1665
1264,6520.66643302,2064566.40433,1666
1265,5110.80181305,1618428.21987,1667
1266,6424.85605039,2327748.35845,1668
1267,6775.07710413,2537767.99656,1669
1268,5024.14302285,1552331.0008,1670
1269,5629.1812244,1723385.97324,1671
1270,5654.64448373,1984162.8213,1672
1271,5809.73946852,2117011.64367,1673
1272,5989.46597293,2214373.84328,1674
1273,7262.72206397,2736837.90519,1675
1274,6104.57532448,2300435.42381,1676
1275,6602.76929767,2587419.90743,1677
1276,6454.90957245,2505171.7814,1678
1277,5537.16672491,1892468.79363,1679
1278,5778.61277238,2024795.4644,1680
1279,8947.9401851,3802635.43457,1681
1280,7726.30297077,3400263.94074,1682
1281,6395.9929748,2513573.66054,1683
1282,9324.71582051,3946329.18802,1684
1283,5839.60171661,2061354.28141,1685
1284,5739.35652739,1990762.00261,1686
1285,11591.8458033,8296489.68181,1687
1286,22890.13275,25063679.2719,1688
1287,48974.6119547,83664486.6629,1689
1288,7746.97027036,1913638.8149,1690
1289,11182.3901475,5237094.04033,1691
1290,6371.39217501,2577157.4076,1692
1291,8907.90347922,4082495.65776,1693
1292,8475.54216703,2937221.76863,1694
1293,21183.2248646,24832317.7046,1695
1294,31397.9444444,60868962.5596,1696
1295,13142.64349,9825111.07162,1697
1296,14728.2684173,9088778.29697,1698
1297,22770.2076555,28978044.1287,1699
1298,36385.3262961,58411629.0982,1700
1299,16989.0897306,12217194.3226,1701
1300,29562.1376308,50352871.0735,1702
1301,8346.70591463,3448955.04679,1703
1302,31250.2954342,56965961.0132,1704
1303,12484.0513215,8730090.35627,1705
1304,29130.9220983,29483744.1439,1706
1305,33684.3578913,39120746.8921,1707
1306,24204.8015788,24980580.9108,1708
1307,6349.8043694,1977650.68646,1709
1308,6659.55624373,2881922.71219,1710
1309,5422.14435857,1293427.29149,1711
1310,6026.80912016,2158281.25682,1712
1311,4944.01787633,1320728.18631,1713
1312,4794.26743637,1205419.30833,1714
1313,3160.63516012,447431.885659,1715
1314,15151.2682267,8007697.45164,1716
1315,6061.86265406,2312262.01699,1717
1316,5855.38238449,2156604.31117,1718
1317,5976.37610125,2160348.5667,1719
1318,5996.49641028,2218817.3642,1720
1319,5791.03378542,2100636.2911,1721
1320,5961.42055455,2138279.83548,1722
1321,6643.39139755,2683883.83794,1723
1322,7079.34078031,2805491.97381,1724
1323,3665.48499582,783411.151551,1725
1324,11446.0596791,8391160.41458,1726
1325,9105.52518771,4360301.32032,1727
1326,11752.9909245,4278168.80994,1728
1327,6498.22970643,2553314.25395,1729
1328,6411.49710626,2496544.47011,1730
1329,8025.60900745,3258517.72539,1731
1330,11130.3352093,5723719.3042,1732
1331,14192.7311974,12048593.3366,1733
1332,5313.82344831,1730521.28097,1734
1333,5243.13244644,1698475.95019,1735
1334,5627.63410149,1949206.11149,1736
1335,5270.0858117,1720717.20353,1737
1336,5259.70038635,1710306.63416,1738
1337,5243.23730682,1697586.95516,1739
1338,5287.88815993,1693117.84859,1740
1339,5296.19519916,1698851.75008,1741
1340,5305.71126734,1723462.74102,1742
1341,10213.2585536,4612086.36131,1743
1342,8425.20219645,3429980.13186,1744
1343,12401.7119517,8958498.86991,1745
1344,22673.6331771,24812816.1633,1746
1345,8942.37126429,4270289.11691,1747
1346,8845.97689833,4087755.66772,1748
1347,9371.46150295,4899300.26416,1749
1348,8387.83119374,3416760.37381,1750
1349,31223.1796825,59797583.4225,1751
1350,34936.19686,66393712.3986,1752
1351,8663.67887055,2033487.64289,1753
1352,9305.18646454,4959735.17836,2001
1353,8670.24365161,3859590.71284,2002
1354,7595.62801812,2695711.77549,2003
1355,6817.04744195,2213728.52115,2004
1356,8492.54058869,3709394.68285,2005
1357,8866.139661,4892386.27434,2006
1358,6446.28948626,2334499.72526,2007
1359,6189.08917666,2014911.02621,2008
1360,4544.03988538,1235412.84367,2009
1361,4280.97649614,981206.341805,2010
1362,11411.0355755,6000912.62492,2011
1363,6419.82175603,1443855.70029,2012
1364,3611.786436,630700.979645,2013
1365,6261.41929646,1282127.08787,2014
1366,4594.77542505,850395.767022,2015
1367,5999.93990282,1859387.97468,2016
1368,8729.8196333,3608771.32374,2017
1369,9540.81528578,3124630.43646,2018
1370,5383.29052641,1166394.5534,2019
1371,9773.53956928,4976374.25518,2020
1372,9231.24190767,1561849.79587,2021
1373,6607.73282706,1874890.0315,2022
1374,6955.72442045,2989622.76235,2023
1375,8388.3823198,4175922.4679,2024
1376,6223.56764529,2145216.06485,2025
1377,7749.90720694,2079431.65964,2026
1378,7171.86120893,1585453.96909,2027
1379,3971.70278223,775098.895245,2028
1380,6618.8432597,1928309.12002,2029
1381,4853.30474776,1433765.8127,2030
1382,6401.58337091,1892848.26148,2031
1383,3732.41335916,850658.170875,2032
1384,6128.35971653,2057789.14314,2033
1385,3624.36538328,808373.560137,2034
1386,4327.76473686,1147982.50327,2035
1387,5402.37064943,1439149.1945,2036
1388,7319.83049644,2671402.85228,2037
1389,6594.25984457,1674917.42447,2038
1390,9456.73333205,3744508.53842,2039
1391,9104.9519724,3400069.16155,2040
1392,7857.27474737,3350947.63231,2041
1393,8338.94663116,4223122.03009,2042
1394,6482.32326107,1151230.41527,2043
1395,7108.73187334,3050758.17758,2044
1396,8121.94470936,4090756.28928,2045
1397,5565.40143924,1577982.86851,2046
1398,11899.7175424,6289319.19766,2047
1399,8876.13018083,3406669.12535,2048
1400,7739.17097993,2840977.18822,2049
1401,5120.62780621,1028541.36496,2050
1402,6031.03767733,1692947.02126,2051
1403,10743.3362816,3972792.17088,2052
1404,7039.14540793,2654416.18827,2053
1405,5847.68632982,2005125.95562,2054
1406,5916.49362208,1625552.35027,2055
1407,6660.77296396,1982105.19147,2056
1408,6205.36565102,2085592.47133,2057
1409,5673.46507068,1169060.34598,2058
1410,7062.48185779,1914742.86705,2059
1411,5792.43593944,1611092.69658,2060
1412,5315.58830983,1552200.30306,2061
1413,6617.6811873,1733735.74123,2062
1414,4276.1499448,1126091.59245,2063
1415,4135.56230179,1070931.14134,2064
1416,5107.70684052,1592053.18094,2065
1417,4567.71766649,1176958.82652,2066
1418,4215.40457307,1028607.86385,2067
1419,4406.99678098,1135718.27752,2068
1420,6815.46018858,2394626.93168,2069
1421,4698.85225222,781058.738281,2070
1422,5356.44037593,1174142.07399,2071
1423,5271.22862437,1682197.2652,2072
1424,5395.27188819,1657208.29494,2073
1425,6015.28655105,2085333.67631,2074
1426,6058.39596711,1803439.38589,2075
1427,6220.8016254,2064786.87692,2076
1428,6404.70690713,2259716.05488,2077
1429,8189.67289021,4187709.74263,2078
1430,8125.24465053,4123175.96345,2079
1431,8171.68250118,4137635.28028,2080
1432,7455.23535397,2756337.7656,2081
1433,6105.03550117,2035272.36007,2082
1434,6184.03938434,2102520.40559,2083
1435,7786.4035154,3856287.79799,2084
1436,7270.38917543,1676489.31231,2085
1437,5238.23640223,1254831.71698,2086
1438,4687.07799726,1122353.14704,2087
1439,7936.78024082,3485913.1247,2088
1440,9249.09433631,3563334.95489,2089
1441,6403.32581713,2366248.27701,2090
1442,12853.3989089,8767890.14442,2091
1443,10060.8547477,6065282.79331,2092
1444,15785.5961805,15259673.9554,2093
1445,15751.5803991,13642830.832,2094
1446,9775.49817378,3281663.978,2095
1447,14852.1324157,12984519.2892,2096
1448,14497.5976391,12938015.6919,2097
1449,17302.1839163,9296730.15817,2098
1450,14792.4808056,12782513.7335,2099
1451,18040.7410027,19729672.4028,2100
1452,8886.7845873,4222297.48161,2101
1453,5010.1774738,1465268.21913,2102
1454,5431.85655297,1776695.88719,2103
1455,6865.01452638,2872367.0826,2104
1456,6581.83678399,2678299.88201,2105
1457,16999.2184559,14030654.6225,2106
1458,5873.10312577,2132063.73497,2107
1459,5849.4688315,2078931.88949,2108
1460,7203.80710816,3161047.44822,2109
1461,7231.01165002,3189284.29156,2110
1462,8620.29966156,3411749.01203,2111
1463,8670.15171062,2982770.46415,2112
1464,19344.2164067,22091032.7654,2113
1465,14361.2815793,12569883.7607,2114
1466,15614.0414365,11095013.7654,2115
1467,6707.47075179,2342960.28402,2116
1468,5418.21186293,1744059.1107,2117
1469,4649.47294437,1275785.4349,2118
1470,5827.1276614,2157466.02935,2119
1471,6125.12572024,2124171.61003,2120
1472,8781.36681119,4252133.51747,2121
1473,6398.53066851,2243065.46261,2122
1474,5297.09257047,1729272.65962,2123
1475,6487.69815968,2543136.85589,2124
1476,6895.60002748,2899813.95076,2125
1477,6836.76598226,2110877.18065,2126
1478,6437.27350111,2504978.94557,2127
1479,6764.37031664,2031141.05075,2128
1480,5911.07683297,1604441.96414,2129
1481,8006.03479927,3489789.42287,2130
1482,8958.88001673,4073613.45129,2131
1483,14282.3917623,10095064.9257,2132
1484,14837.6534852,12991982.4406,2133
1485,15142.4584925,12861190.2426,2134
1486,18805.2742211,16535149.9668,2135
1487,9614.76606815,5668749.23912,2136
1488,17673.1417872,19475198.167,2137
1489,9621.07670972,5524411.12783,2138
1490,23617.9887777,34461781.8288,2139
1491,23800.5382768,30764210.2342,2140
1492,21003.0371488,22599732.4527,2141
1493,18432.3588089,16256098.278,2142
1494,19654.0178647,23822149.3196,2143
1495,7179.4068592,2518982.98121,2144
1496,3663.10676589,830076.723925,2145
1497,3828.43339223,902445.391493,2147
