TAZ_O,year,Avg_own_payt,Avg_own_paytinf,Avg_val_dwel,Avg_val_dwelinf,Avg_rent,Avg_rentinf,Avg_HHinc,Avg_HHincinf,Med_HHincinf,Dwel,Sgl_det,Apt_5plus,Sgl_att,Owned,Rented
2093,2006,1395.4666666666667,1645.9529333333332,427810.6666666667,504602.68133333337,446.6666666666667,526.8433333333334,111577.13333333333,131605.22876666667,108958.6715,188.0,174.0,0.0,11.0,157.0,31.0
2093,2011,1532.6923076923076,1636.9153846153847,479738.92307692306,512361.1698461539,907.9230769230769,969.6618461538462,130491.23076923077,139364.63446153846,114787.572,1081.0,708.0,0.0,372.0,993.0,87.0
2093,2016,1659.7692307692307,1659.7692307692307,757655.7692307692,757655.7692307692,585.9230769230769,585.9230769230769,128183.84615384616,128183.84615384616,117829.0,227.0,206.0,0.0,2.0,191.0,20.0
2093,2086,739.0,1442.1585,133317.72727272726,260169.54477272727,330.0,643.995,51389.0,100285.6335,99524.5485,1006.0,726.0,0.0,283.0,914.0,99.0
2093,2091,1082.6,1677.92174,341437.2,529193.51628,515.3,798.66347,83147.2,128869.84528,115218.01610000001,292.0,266.0,0.0,26.0,271.0,21.0
2093,2096,1104.3,1596.37608,252193.4,364570.77904,913.3,1320.26648,84984.7,122853.88231999999,98351.396,316.0,287.0,0.0,28.0,297.0,16.0
2094,2001,1194.75,1560.701925,313806.0,409924.7778,933.25,1219.104475,100670.5,131505.87415,98431.0113,128.0,124.0,0.0,6.0,109.0,17.0
2094,2006,1515.8,1787.8861,504698.0,595291.291,690.6,814.5627000000001,122737.0,144768.2915,102233.1625,138.0,128.0,0.0,8.0,111.0,27.0
2094,2011,1437.0,1534.7160000000001,559103.75,597122.805,1066.25,1138.755,141643.0,151274.72400000002,132377.532,760.0,504.0,0.0,256.0,697.0,63.0
2094,2016,1847.75,1847.75,1072788.0,1072788.0,294.0,294.0,127529.0,127529.0,115968.0,155.0,153.0,0.0,0.0,122.0,17.0
2094,2086,739.0,1442.1585,138820.2,270907.6203,330.0,643.995,52199.4,101867.1291,99524.5485,299.0,246.0,0.0,58.0,260.0,43.0
2094,2091,1038.6666666666667,1609.8294666666668,367394.0,569423.9606,497.3333333333333,770.8169333333333,86815.66666666667,134555.6017666667,109178.0558,143.0,125.0,0.0,16.0,118.0,22.0
2094,2096,1157.3333333333333,1673.0410666666667,297569.3333333333,430166.22826666664,663.0,958.4328,89986.66666666667,130084.72533333334,107062.5816,145.0,129.0,0.0,16.0,129.0,16.0
2095,2001,722.6666666666666,944.0194666666666,432868.0,565455.4684,859.3333333333334,1122.5471333333335,69353.33333333333,90596.25933333334,69642.7719,28.0,27.0,0.0,1.0,25.0,3.0
2095,2006,1525.2,1798.9734,710794.8,838382.4666,951.6,1122.4122,138957.6,163900.4892,101985.4675,32.0,30.0,0.0,2.0,28.0,5.0
2095,2011,1500.4,1602.4272,637441.6,680787.6288000001,1242.4,1326.8832000000002,127217.8,135868.6104,112508.46,221.0,143.0,0.0,78.0,203.0,20.0
2095,2016,2047.4,2047.4,1122119.6,1122119.6,805.2,805.2,138635.0,138635.0,116480.0,39.0,38.0,0.0,0.0,32.0,4.0
2095,2086,682.0,1330.923,170761.0,333240.0915,416.0,811.824,53886.0,105158.529,88205.84850000001,20.0,20.0,0.0,1.0,16.0,4.0
2095,2091,697.0,1080.2803000000001,326743.0,506418.9757,518.5,803.62315,59179.0,91721.5321,62206.786400000005,27.0,26.0,0.0,1.0,23.0,3.0
2095,2096,780.0,1127.568,352195.0,509133.092,572.5,827.606,52990.0,76602.344,94883.4016,27.0,27.0,0.0,0.0,24.0,2.0
2096,2001,1100.25,1437.256575,380171.25,496617.703875,1471.0,1921.5673,108708.75,142006.240125,106721.770825,126.0,125.0,0.0,3.0,108.0,17.0
2096,2006,1709.0,2015.7655,666584.5,786236.41775,756.25,891.996875,150708.25,177760.380875,106221.052,141.0,141.0,0.0,0.0,126.0,15.0
2096,2011,1429.5,1526.7060000000001,612120.75,653744.961,1457.75,1556.8770000000002,141576.25,151203.435,123951.012,142.0,138.0,0.0,5.0,131.0,11.0
2096,2016,2054.75,2054.75,1108201.0,1108201.0,457.0,457.0,138457.25,138457.25,110720.0,145.0,145.0,0.0,0.0,130.0,8.0
2096,2086,682.0,1330.923,196396.4,383267.5746,416.0,811.824,70209.4,137013.64409999998,88205.84850000001,83.0,82.0,0.0,1.0,72.0,13.0
2096,2091,793.0,1229.0707,367883.5,570182.63665,362.0,561.0638,68814.75,106655.981025,85790.06480000001,117.0,115.0,0.0,1.0,106.0,9.0
2096,2096,907.0,1311.1592,345316.75,499189.8938,618.75,894.465,73280.75,105934.6522,94883.4016,120.0,120.0,0.0,0.0,115.0,3.0
2097,2001,1094.6,1429.8759799999998,337135.4,440399.97302000003,661.2,863.7255600000001,129811.0,169572.1093,108464.44034,206.0,196.0,0.0,11.0,185.0,20.0
2097,2006,1552.857142857143,1831.595,539984.5714285715,636911.802,355.57142857142856,419.3965,115669.57142857143,136432.25950000001,95009.9045,182.0,182.0,0.0,0.0,153.0,30.0
2097,2011,1604.9,1714.0332000000003,670435.2,716024.7936,794.6,848.6328000000001,169352.9,180868.8972,128143.98000000001,189.0,184.0,0.0,1.0,181.0,4.0
2097,2016,1804.8,1804.8,956700.1,956700.1,0.0,0.0,164788.7,164788.7,121741.0,226.0,193.0,0.0,0.0,198.0,16.0
2097,2086,739.0,1442.1585,189996.33333333334,370777.8445,330.0,643.995,70924.33333333333,138408.8365,99524.5485,200.0,200.0,0.0,0.0,182.0,19.0
2097,2091,901.5,1397.23485,380373.5,589540.88765,354.75,549.827025,75751.5,117407.24985000001,105100.26890000001,188.0,185.0,0.0,2.0,176.0,12.0
2097,2096,1057.25,1528.3606,315606.25,456240.395,813.5,1175.9956,91443.25,132190.3622,99645.208,205.0,200.0,0.0,5.0,194.0,10.0
2098,2001,1090.0,1423.867,356468.75,465655.128125,373.0,487.2499,134014.125,175062.6514875,112503.6179125,243.0,241.0,0.0,2.0,238.0,3.0
2098,2006,1294.3076923076924,1526.635923076923,455348.3076923077,537083.3289230769,369.53846153846155,435.8706153846154,101545.76923076923,119773.23480769231,88240.754,277.0,276.0,0.0,1.0,280.0,0.0
2098,2011,1598.7142857142858,1707.4268571428572,663842.7857142857,708984.0951428572,688.4285714285714,735.2417142857144,151841.14285714287,162166.3405714286,129085.956,264.0,257.0,0.0,0.0,263.0,1.0
2098,2016,1798.142857142857,1798.142857142857,894018.2142857143,894018.2142857143,0.0,0.0,180903.14285714287,180903.14285714287,122856.0,281.0,278.0,0.0,0.0,264.0,17.0
2098,2086,739.0,1442.1585,175112.5,341732.04375,330.0,643.995,63734.875,124378.6085625,99524.5485,232.0,231.0,0.0,0.0,220.0,16.0
2098,2091,918.2,1423.1181800000002,342669.6,531103.61304,615.0,953.1885000000001,71333.8,110560.25662000001,95323.4997,208.0,197.0,0.0,7.0,196.0,9.0
2098,2096,1152.8,1666.48768,317268.4,458643.19904000004,741.2,1071.47872,93528.2,135204.36591999998,99064.0768,234.0,230.0,0.0,1.0,214.0,17.0
2099,2001,1105.3333333333333,1443.8969333333332,414942.5,542039.38775,993.5,1297.80905,131226.66666666666,171421.39466666666,115574.23935,202.0,202.0,0.0,2.0,186.0,14.0
2099,2006,1596.3333333333333,1882.8751666666665,646664.5,762740.77775,649.0,765.4955,110840.5,130736.36975,83345.829,170.0,166.0,0.0,4.0,170.0,0.0
2099,2011,1678.142857142857,1792.2565714285715,685495.5714285715,732109.2702857144,923.7142857142857,986.5268571428571,176551.57142857142,188557.0782857143,131975.964,178.0,174.0,0.0,0.0,170.0,8.0
2099,2016,1951.3333333333333,1951.3333333333333,1101493.1666666667,1101493.1666666667,738.6666666666666,738.6666666666666,185342.5,185342.5,121941.0,186.0,182.0,0.0,0.0,162.0,20.0
2099,2086,663.0,1293.8445,221144.75,431563.979625,445.0,868.4175,87682.75,171112.886625,84433.599,38.0,35.0,0.0,0.0,32.0,6.0
2099,2091,795.5,1232.94545,373602.0,579045.7398,420.5,651.7329500000001,65128.166666666664,100942.14551666667,85861.36020000001,173.0,169.0,0.0,4.0,164.0,9.0
2099,2096,960.1666666666666,1388.0169333333333,360105.6666666667,520568.75173333334,400.1666666666667,578.4809333333334,78497.16666666667,113475.50413333334,94883.4016,190.0,189.0,0.0,0.0,180.0,8.0
2100,2001,914.3333333333334,1194.3936333333334,417728.0,545678.0864,819.3333333333334,1070.2951333333333,87735.0,114608.2305,87779.22338333333,141.0,129.0,0.0,12.0,120.0,24.0
2100,2006,1517.2857142857142,1789.6385,672267.4285714285,792939.4319999999,679.7142857142857,801.723,138751.7142857143,163657.647,105475.608,159.0,157.0,0.0,10.0,145.0,12.0
2100,2011,1524.142857142857,1627.7845714285716,601502.1428571428,642404.2885714286,1477.7142857142858,1578.1988571428574,122168.71428571429,130476.18685714286,107345.748,1938.0,1179.0,0.0,759.0,1790.0,143.0
2100,2016,2004.3,2004.3,927383.4,927383.4,961.3,961.3,134318.44444444444,134318.44444444444,110094.0,109.0,103.0,0.0,9.0,81.0,30.0
2100,2086,729.0,1422.6435,163788.5,319633.25775,441.0,860.6115,48071.5,93811.53225,86882.7315,136.0,130.0,0.0,6.0,113.0,26.0
2100,2091,866.1666666666666,1342.4717166666667,426827.0,661539.1673,654.1666666666666,1013.8929166666667,72973.33333333333,113101.36933333334,85630.42510000001,119.0,114.0,0.0,7.0,92.0,32.0
2100,2096,1056.5714285714287,1527.3796571428572,329201.5714285714,475893.79165714287,583.2857142857143,843.1978285714287,60436.0,87366.2816,86039.2208,140.0,135.0,0.0,0.0,114.0,27.0
2101,2001,1106.6,1445.5515799999998,375109.4,490005.40922000003,1108.8,1448.42544,101028.8,131973.92144,106068.42488,46.0,42.0,0.0,1.0,42.0,4.0
2101,2006,1600.0,1887.2,612949.0,722973.3454999999,804.0,948.318,115292.66666666667,135987.70033333334,102393.5745,39.0,38.0,0.0,2.0,35.0,3.0
2101,2011,1711.75,1828.1490000000001,494189.0,527793.8520000001,1727.25,1844.7030000000002,106859.25,114125.679,99758.676,430.0,262.0,0.0,168.0,395.0,34.0
2101,2016,2002.1666666666667,2002.1666666666667,892386.5,892386.5,1422.5,1422.5,147246.16666666666,147246.16666666666,107605.0,24.0,23.0,0.0,1.0,16.0,8.0
2101,2086,663.0,1293.8445,115839.4,226060.58909999998,445.0,868.4175,42425.6,82793.5584,84433.599,14.0,13.0,0.0,1.0,12.0,2.0
2101,2091,802.75,1244.182225,310146.5,480696.06035000004,803.25,1244.957175,59029.5,91489.82205,68907.0041,42.0,41.0,0.0,2.0,36.0,6.0
2101,2096,971.5,1404.4004,322559.0,466291.2904,520.75,752.7962,56320.25,81416.5534,92618.1464,44.0,45.0,0.0,0.0,39.0,6.0
2102,2001,1105.5,1444.11465,335332.25,438044.51817500003,1118.25,1460.769975,87064.75,113732.682925,98231.473975,10.0,10.0,0.0,1.0,9.0,2.0
2102,2006,1416.0,1670.172,569093.0,671245.1935,1206.0,1422.477,93540.0,110330.43,92042.2825,13.0,13.0,0.0,1.0,12.0,1.0
2102,2011,1785.0,1906.38,447644.0,478083.792,1627.0,1737.6360000000002,98245.0,104925.66,95924.55600000001,149.0,90.0,0.0,58.0,137.0,12.0
2102,2016,1901.4,1901.4,727598.2,727598.2,1857.2,1857.2,121772.8,121772.8,88525.0,479.0,166.0,0.0,310.0,368.0,97.0
2102,2086,625.0,1219.6875,62726.4,122410.5696,502.0,979.653,16902.8,32985.8142,76887.1485,10.0,9.0,0.0,1.0,9.0,2.0
2102,2091,1004.0,1556.0996,302446.0,468761.0554,941.0,1458.4559000000002,76711.0,118894.37890000001,89812.0553,10.0,9.0,0.0,1.0,7.0,2.0
2102,2096,1251.0,1808.4456,282502.0,408384.8912,803.0,1160.8168,71314.0,103091.5184,88090.5272,9.0,9.0,0.0,0.0,7.0,1.0
2103,2001,1111.0,1451.2993000000001,300585.0,392654.1855,1267.0,1655.0821,77535.0,101283.9705,90183.0331,13.0,12.0,0.0,1.0,11.0,2.0
2103,2006,1416.0,1670.172,569093.0,671245.1935,1206.0,1422.477,93540.0,110330.43,92042.2825,16.0,16.0,0.0,1.0,15.0,1.0
2103,2011,1823.6666666666667,1947.6760000000002,465685.3333333333,497351.936,1543.3333333333333,1648.28,104093.0,111171.32400000001,102790.728,182.0,111.0,0.0,71.0,167.0,14.0
2103,2016,1991.6153846153845,1991.6153846153845,640673.9230769231,640673.9230769231,1693.6153846153845,1693.6153846153845,117497.84615384616,117497.84615384616,102974.0,2570.0,1364.0,1.0,1205.0,2134.0,423.0
2103,2086,625.0,1219.6875,0.0,0.0,502.0,979.653,0.0,0.0,76887.1485,0.0,0.0,0.0,0.0,0.0,0.0
2103,2091,884.3333333333334,1370.6282333333334,270477.0,419212.30230000004,828.3333333333334,1283.8338333333334,65899.66666666667,102137.89336666667,77702.6866,12.0,11.0,0.0,1.0,9.0,3.0
2103,2096,1145.6666666666667,1656.1757333333335,241332.66666666666,348870.50293333334,743.3333333333334,1074.5626666666667,64228.333333333336,92848.47866666668,88090.5272,10.0,10.0,0.0,0.0,9.0,1.0
2104,2001,1111.0,1451.2993000000001,300585.0,392654.1855,1267.0,1655.0821,77535.0,101283.9705,90183.0331,21.0,19.0,0.0,2.0,17.0,3.0
2104,2006,1221.5,1440.75925,510165.0,601739.6175,603.0,711.2385,105608.0,124564.636,98675.7905,17.0,17.0,0.0,1.0,15.0,2.0
2104,2011,1788.0,1909.584,445625.5,475928.03400000004,1740.0,1858.3200000000002,101089.5,107963.58600000001,97068.384,263.0,159.0,0.0,103.0,246.0,16.0
2104,2016,2105.0,2105.0,595608.6666666666,595608.6666666666,1862.3333333333333,1862.3333333333333,106434.33333333333,106434.33333333333,102533.0,1444.0,704.0,0.0,737.0,1152.0,274.0
2104,2086,625.0,1219.6875,99371.25,193922.994375,502.0,979.653,34220.75,66781.793625,76887.1485,28.0,22.0,0.0,4.0,22.0,6.0
2104,2091,1004.0,1556.0996,302446.0,468761.0554,941.0,1458.4559000000002,76711.0,118894.37890000001,89812.0553,19.0,18.0,0.0,1.0,15.0,5.0
2104,2096,1251.0,1808.4456,282502.0,408384.8912,803.0,1160.8168,71314.0,103091.5184,88090.5272,17.0,17.0,0.0,0.0,15.0,2.0
2105,2001,1072.3333333333333,1400.7890333333332,281103.6666666667,367205.7197666667,694.6666666666666,907.4430666666666,69747.33333333333,91110.94153333333,78726.7821,19.0,17.0,0.0,2.0,16.0,3.0
2105,2006,1268.0,1495.606,417345.3333333333,492258.82066666667,701.0,826.8294999999999,89635.66666666667,105725.26883333334,83719.7305,15.0,15.0,0.0,1.0,14.0,1.0
2105,2011,1618.0,1728.0240000000001,413700.3333333333,441831.956,1193.0,1274.124,98573.66666666667,105276.676,94738.008,245.0,147.0,1.0,96.0,227.0,17.0
2105,2016,1807.857142857143,1807.857142857143,541139.0,541139.0,1436.4285714285713,1436.4285714285713,101965.42857142857,101965.42857142857,95140.0,1387.0,687.0,1.0,698.0,1109.0,263.0
2105,2086,706.0,1377.759,103020.2,201043.9203,612.0,1194.318,37984.6,74126.9469,85979.187,222.0,88.0,4.0,135.0,130.0,96.0
2105,2091,1001.25,1551.837375,227039.75,351888.90852500004,956.0,1481.7044,63739.0,98789.0761,83293.1759,18.0,17.0,0.0,1.0,14.0,4.0
2105,2096,1126.0,1627.7456,208459.33333333334,301348.8122666667,882.3333333333334,1275.5010666666667,63680.333333333336,92056.28986666667,86250.2784,15.0,15.0,0.0,0.0,14.0,2.0
2106,2001,948.75,1239.3521250000001,372669.875,486818.6577125,537.5,702.13625,77924.0,101792.1212,81632.1565875,76.0,76.0,0.0,0.0,73.0,7.0
2106,2006,1139.8,1344.3941,568031.2,669992.8004,181.0,213.4895,130523.4,153952.3503,111704.5475,65.0,65.0,0.0,7.0,60.0,5.0
2106,2011,1629.6,1740.4128,606349.0,647580.7320000001,1377.6,1471.2768,106492.2,113733.66960000001,91511.58,1231.0,748.0,0.0,483.0,1157.0,69.0
2106,2016,1784.3333333333333,1784.3333333333333,885896.6666666666,885896.6666666666,678.8333333333334,678.8333333333334,126902.5,126902.5,92128.0,56.0,55.0,0.0,4.0,56.0,6.0
2106,2086,691.0,1348.4865,149776.0,292287.864,499.0,973.7985,47425.8,92551.44870000001,79338.2325,147.0,131.0,0.0,10.0,111.0,35.0
2106,2091,847.0,1312.7653,455662.5,706231.30875,873.75,1354.2251250000002,72586.0,112501.0414,89550.1222,84.0,81.0,0.0,5.0,64.0,21.0
2106,2096,958.6,1385.75216,307684.4,444788.56864,815.0,1178.164,63401.8,91653.64208,81511.6016,82.0,81.0,0.0,0.0,71.0,11.0
2107,2001,1171.0,1529.6773,315839.0,412580.4857,725.3333333333334,947.5029333333334,83881.33333333333,109574.18573333333,96248.18400000001,12.0,12.0,0.0,0.0,11.0,1.0
2107,2006,1027.0,1211.3465,451237.0,532234.0415,0.0,0.0,117676.0,138798.842,105309.2985,10.0,10.0,0.0,1.0,9.0,1.0
2107,2011,1942.0,2074.056,460484.5,491797.44600000005,926.5,989.5020000000001,116457.5,124376.61,121700.736,187.0,114.0,0.0,73.0,176.0,11.0
2107,2016,1902.6,1902.6,665204.4,665204.4,737.2,737.2,125446.0,125446.0,112105.0,589.0,337.0,0.0,253.0,523.0,73.0
2107,2086,625.0,1219.6875,138979.33333333334,271218.169,502.0,979.653,50802.0,99140.103,76887.1485,62.0,48.0,0.0,13.0,58.0,2.0
2107,2091,846.0,1311.2154,357999.0,554862.6501,861.5,1335.23885,71991.0,111578.8509,88304.0026,14.0,14.0,0.0,1.0,11.0,4.0
2107,2096,1187.0,1715.9272,296697.5,428905.906,739.0,1068.2984,65218.0,94279.1408,88090.5272,12.0,12.0,0.0,0.0,11.0,2.0
2108,2001,1174.75,1534.575925,290648.75,379674.462125,544.0,710.6272,91129.5,119042.46585000001,104269.845725,11.0,11.0,0.0,0.0,11.0,1.0
2108,2006,1423.6666666666667,1679.2148333333334,387710.3333333333,457304.3381666666,520.3333333333334,613.7331666666668,113724.33333333333,134137.85116666666,116759.8845,11.0,11.0,0.0,1.0,10.0,1.0
2108,2011,1692.0,1807.056,396984.3333333333,423979.268,598.6666666666666,639.376,106064.11111111111,113276.47066666668,108096.55200000001,198.0,117.0,0.0,81.0,186.0,10.0
2108,2016,1940.1764705882354,1940.1764705882354,604087.2941176471,604087.2941176471,539.2352941176471,539.2352941176471,120470.41176470589,120470.41176470589,112241.0,2036.0,1222.0,0.0,815.0,1888.0,166.0
2108,2086,721.0,1407.0315,120591.25,235333.824375,611.0,1192.3665,49578.75,96752.930625,87733.5855,277.0,192.0,0.0,86.0,263.0,12.0
2108,2091,846.0,1311.2154,357999.0,554862.6501,861.5,1335.23885,71991.0,111578.8509,88304.0026,14.0,13.0,0.0,1.0,10.0,3.0
2108,2096,1187.0,1715.9272,296697.5,428905.906,739.0,1068.2984,65218.0,94279.1408,101255.6064,12.0,12.0,0.0,0.0,10.0,2.0
2109,2001,1201.0,1568.8663,323466.0,422543.6358,454.5,593.71335,87054.5,113719.29335,99280.75945,17.0,16.0,0.0,1.0,13.0,4.0
2109,2006,1292.6666666666667,1524.7003333333334,430274.6666666667,507508.96933333337,520.3333333333334,613.7331666666668,120718.0,142386.881,114446.885,176.0,115.0,0.0,61.0,171.0,5.0
2109,2011,1870.2,1997.3736000000001,510855.4,545593.5672,573.2,612.1776000000001,119747.6,127890.43680000001,121292.76000000001,191.0,119.0,0.0,73.0,179.0,11.0
2109,2016,1899.1666666666667,1899.1666666666667,754320.1666666666,754320.1666666666,312.5,312.5,132797.0,132797.0,113845.0,14.0,14.0,0.0,0.0,13.0,2.0
2109,2086,625.0,1219.6875,145043.0,283051.4145,502.0,979.653,47118.0,91950.777,76887.1485,95.0,69.0,0.0,26.0,93.0,3.0
2109,2091,846.0,1311.2154,357999.0,554862.6501,861.5,1335.23885,71991.0,111578.8509,88304.0026,15.0,15.0,0.0,0.0,12.0,4.0
2109,2096,1187.0,1715.9272,296697.5,428905.906,739.0,1068.2984,65218.0,94279.1408,88090.5272,14.0,12.0,0.0,2.0,10.0,4.0
2110,2001,1201.0,1568.8663,323466.0,422543.6358,454.5,593.71335,87054.5,113719.29335,99280.75945,17.0,16.0,0.0,1.0,13.0,4.0
2110,2006,1386.5,1635.37675,404652.5,477287.62374999997,809.75,955.100125,113543.5,133924.55825,111564.187,3641.0,2283.0,5.0,1355.0,3564.0,77.0
2110,2011,1784.2692307692307,1905.5995384615385,448928.23076923075,479455.3504615385,380.8076923076923,406.7026153846154,117804.80769230769,125815.53461538462,117604.956,4486.0,2898.0,0.0,1568.0,4283.0,60.0
2110,2016,1960.1153846153845,1960.1153846153845,644901.6923076923,644901.6923076923,424.38461538461536,424.38461538461536,130160.56,130160.56,117309.0,4662.0,2978.0,10.0,1694.0,4406.0,261.0
2110,2086,721.0,1407.0315,124504.0,242969.556,611.0,1192.3665,52782.0,103004.073,87733.5855,107.0,76.0,0.0,31.0,104.0,2.0
2110,2091,688.0,1066.3312,413552.0,640964.2448,782.0,1212.0218,67271.0,104263.3229,86794.40000000001,15.0,15.0,0.0,0.0,12.0,4.0
2110,2096,1123.0,1623.4088,310893.0,449426.9208,675.0,975.78,59122.0,85466.7632,88090.5272,14.0,12.0,0.0,2.0,10.0,4.0
2111,2001,1055.0,1378.1465,319478.0,417334.1114,737.0,962.7431,96657.5,126263.69225000001,104862.57935,19.0,17.0,0.0,1.0,14.0,4.0
2111,2006,1144.0,1349.348,487524.0,575034.558,0.0,0.0,143825.0,169641.5875,129540.9465,20.0,18.0,0.0,1.0,18.0,2.0
2111,2011,1700.0,1815.6000000000001,550012.0,587412.816,1433.0,1530.4440000000002,113181.5,120877.842,99908.19600000001,16.0,15.0,0.0,1.0,13.0,2.0
2111,2016,1485.5,1485.5,934261.0,934261.0,0.0,0.0,130339.0,130339.0,81792.0,16.0,15.0,0.0,0.0,13.0,2.0
2111,2086,625.0,1219.6875,139158.66666666666,271568.138,502.0,979.653,43977.333333333336,85821.766,76887.1485,48.0,41.0,0.0,7.0,38.0,9.0
2111,2091,688.0,1066.3312,413552.0,640964.2448,782.0,1212.0218,67271.0,104263.3229,86794.40000000001,16.0,16.0,0.0,0.0,13.0,4.0
2111,2096,1046.3333333333333,1512.5794666666666,311689.3333333333,450578.1002666666,821.6666666666666,1187.8013333333333,64865.0,93768.844,88090.5272,15.0,13.0,0.0,2.0,11.0,5.0
2112,2001,1120.5,1463.70915,310363.5,405427.84005,803.0,1048.9589,106197.5,138725.79425,102640.56305,16.0,15.0,0.0,1.0,13.0,4.0
2112,2006,1506.3333333333333,1776.7201666666665,389124.3333333333,458972.15116666665,1079.6666666666667,1273.4668333333334,112166.0,132299.797,113649.543,17.0,16.0,0.0,1.0,16.0,2.0
2112,2011,1609.0,1718.412,656417.0,701053.356,1013.0,1081.884,122429.0,130754.172,101605.248,14.0,13.0,0.0,1.0,12.0,2.0
2112,2016,1868.0,1868.0,1089777.0,1089777.0,0.0,0.0,130339.0,130339.0,73472.0,14.0,14.0,0.0,0.0,12.0,2.0
2112,2086,625.0,1219.6875,139158.66666666666,271568.138,502.0,979.653,43977.333333333336,85821.766,76887.1485,69.0,50.0,0.0,19.0,66.0,3.0
2112,2091,688.0,1066.3312,413552.0,640964.2448,782.0,1212.0218,67271.0,104263.3229,86794.40000000001,14.0,14.0,0.0,0.0,11.0,4.0
2112,2096,1123.0,1623.4088,310893.0,449426.9208,675.0,975.78,59122.0,85466.7632,88090.5272,14.0,11.0,0.0,2.0,10.0,4.0
2113,2001,1076.1,1405.7094299999999,333470.8,435612.90604,755.65,987.105595,97132.55,126884.250065,103660.65272,161.0,155.0,0.0,5.0,115.0,41.0
2113,2006,1350.15,1592.501925,513368.75,605518.440625,730.25,861.329875,100946.25,119066.101875,94749.235,135.0,106.0,0.0,24.0,101.0,33.0
2113,2011,1658.4814814814815,1771.2582222222225,509835.962962963,544504.8084444444,809.3703703703703,864.4075555555555,101416.70370370371,108313.03955555557,100980.46800000001,1195.0,585.0,0.0,610.0,1089.0,92.0
2113,2016,1921.851851851852,1921.851851851852,731611.4444444445,731611.4444444445,747.5925925925926,747.5925925925926,123489.6,123489.6,103512.0,1116.0,544.0,0.0,578.0,993.0,124.0
2113,2086,878.0,1713.417,165107.35294117648,322206.99926470587,543.0,1059.6645,51805.0,101097.4575,90280.293,319.0,289.0,0.0,27.0,233.0,84.0
2113,2091,623.7142857142857,966.6947714285714,259121.07142857142,401611.7486071429,944.0,1463.1056,44953.5,69673.42965,62071.945100000004,138.0,134.0,0.0,8.0,105.0,33.0
2113,2096,861.0526315789474,1244.7376842105264,198264.2105263158,286610.7427368421,721.1578947368421,1042.5058526315788,50622.84210526316,73180.38054736842,95379.2424,191.0,174.0,2.0,16.0,144.0,48.0
2114,2001,983.0,1284.0929,335844.8,438714.06224,713.0,931.3919,111992.6,146295.93338,100065.45386,55.0,44.0,0.0,8.0,39.0,17.0
2114,2006,1181.5,1393.57925,572047.5,674730.02625,797.25,940.356375,97295.75,114760.337125,84994.77,74.0,58.0,0.0,12.0,52.0,22.0
2114,2011,1622.2307692307693,1732.5424615384618,479812.07692307694,512439.2981538462,185.0,197.58,115859.84615384616,123738.3156923077,114036.76800000001,693.0,467.0,0.0,223.0,665.0,31.0
2114,2016,1892.4615384615386,1892.4615384615386,712598.4615384615,712598.4615384615,354.7692307692308,354.7692307692308,135224.07692307694,135224.07692307694,115108.0,708.0,472.0,0.0,239.0,661.0,59.0
2114,2086,863.0,1684.1445,138690.6,270654.7059,750.0,1463.625,51193.9,99904.89585,94554.078,516.0,503.0,0.0,8.0,481.0,32.0
2114,2091,724.0,1122.1276,430180.25,666736.3694750001,889.25,1378.248575,67943.75,105306.018125,90585.4554,70.0,69.0,0.0,3.0,54.0,18.0
2114,2096,1033.5,1494.0276,318588.0,460550.8128,753.0,1088.5368,60381.25,87287.135,88090.5272,57.0,47.0,0.0,8.0,41.0,18.0
2115,2001,1168.25,1526.084975,302468.25,395114.274975,1008.625,1317.5668375,92517.75,120855.936825,97914.5329375,50.0,41.0,0.0,7.0,36.0,14.0
2115,2006,1294.625,1527.0101875,489392.375,577238.3063125,651.75,768.739125,92405.5,108992.28725,88497.885,66.0,52.0,0.0,10.0,47.0,18.0
2115,2011,1663.125,1776.2175000000002,497182.375,530990.7765,300.625,321.0675,113092.125,120782.3895,106761.55200000001,311.0,131.0,0.0,183.0,321.0,25.0
2115,2016,1903.5,1903.5,748329.0,748329.0,288.25,288.25,126533.125,126533.125,107467.0,310.0,130.0,0.0,181.0,272.0,25.0
2115,2086,735.0,1434.3525,80278.42857142857,156663.35335714286,590.0,1151.385,28198.0,55028.397,93986.1915,129.0,126.0,0.0,0.0,122.0,7.0
2115,2091,1070.0,1658.393,329758.75,511093.086625,426.75,661.4198250000001,73967.75,114642.61572500001,97065.5873,62.0,61.0,0.0,3.0,48.0,15.0
2115,2096,1302.25,1882.5326,241603.5,349262.0196,168.75,243.945,32117.0,46428.3352,98004.452,50.0,42.0,0.0,7.0,36.0,16.0
2116,2001,1120.5,1463.70915,310363.5,405427.84005,803.0,1048.9589,106197.5,138725.79425,102640.56305,13.0,12.0,0.0,0.0,9.0,3.0
2116,2006,1144.0,1349.348,487524.0,575034.558,0.0,0.0,143825.0,169641.5875,129540.9465,13.0,12.0,0.0,1.0,12.0,1.0
2116,2011,1609.0,1718.412,656417.0,701053.356,1013.0,1081.884,122429.0,130754.172,101605.248,11.0,10.0,0.0,1.0,9.0,1.0
2116,2016,1868.0,1868.0,1089777.0,1089777.0,0.0,0.0,130339.0,130339.0,73472.0,11.0,11.0,0.0,0.0,9.0,2.0
