TAZ_O,year,Pop,FT_wrk,Stu,HH,Jobs,Cars
1750,2016,16,0,0,8.0,5770.0,16
1751,1986,860,195,0,234.0,,546
1751,1991,831,294,0,322.0,215.0,537
1751,1996,1093,355,0,384.0,346.0,890
1751,2001,2648,1283,0,822.0,577.0,1882
1751,2006,3476,1656,69,1243.0,941.0,2737
1751,2011,2185,1066,0,699.0,628.0,1546
1751,2016,1198,530,30,409.0,581.0,1134
1752,1986,938,429,0,352.0,,1092
1752,1991,777,296,0,322.0,292.0,722
1752,1996,974,385,0,295.0,96.0,681
1752,2001,1043,420,0,401.0,257.0,822
1752,2006,1007,445,64,379.0,301.0,887
1752,2011,1866,818,0,696.0,402.0,1835
1752,2016,1423,460,0,594.0,277.0,934
1753,1986,48,48,0,24.0,,48
1753,1991,0,0,0,,195.0,0
1753,1996,0,0,0,,48.0,0
1753,2001,120,100,0,40.0,79.0,120
1753,2006,2282,1149,0,734.0,231.0,1309
1753,2011,3214,1467,222,990.0,759.0,2122
1753,2016,3993,1992,448,1120.0,589.0,2526
2001,1986,4071,1796,719,1304.0,,2295
2001,1991,2863,1024,0,1023.0,602.0,2251
2001,1996,4340,1851,618,1414.0,391.0,2667
2001,2001,4120,1610,326,1298.0,380.0,2439
2001,2006,6429,2541,1563,2286.0,854.0,4163
2001,2011,9296,3972,906,3080.0,733.0,6105
2001,2016,9369,4180,1685,3192.0,783.0,6592
2002,1986,90,22,0,22.0,,44
2002,1991,0,0,0,,25.0,0
2002,1996,40,20,0,20.0,220.0,40
2002,2001,17,0,0,17.0,551.0,17
2002,2006,0,0,0,,232.0,0
2002,2011,0,0,0,,1930.0,0
2002,2016,63,0,0,37.0,3718.0,0
2003,1986,0,0,0,,,0
2003,1991,0,0,0,,3620.0,0
2003,1996,0,0,0,,4127.0,0
2003,2001,47,32,0,16.0,3781.0,32
2003,2006,0,0,0,,4090.0,0
2003,2011,86,44,0,22.0,4133.0,44
2003,2016,0,0,0,,4571.0,0
2004,1986,5398,2472,651,1664.0,,3372
2004,1991,8589,2863,818,2250.0,819.0,4502
2004,1996,5641,2547,464,1800.0,569.0,3553
2004,2001,4265,1650,591,1479.0,549.0,2910
2004,2006,5264,2228,403,1806.0,430.0,3593
2004,2011,4322,1615,487,1534.0,353.0,2899
2004,2016,3167,1287,531,1120.0,409.0,2260
2005,1986,7287,3261,607,3081.0,,4785
2005,1991,8794,3887,0,3886.0,1696.0,6139
2005,1996,6670,2709,120,3444.0,1477.0,4721
2005,2001,6754,2112,218,3570.0,1523.0,4630
2005,2006,6354,2155,648,3291.0,1394.0,4506
2005,2011,6835,2080,682,3459.0,1537.0,4830
2005,2016,6995,2177,619,3572.0,1852.0,5362
2006,1986,2316,1122,135,810.0,,1526
2006,1991,1023,410,0,409.0,230.0,818
2006,1996,2431,969,114,950.0,601.0,1615
2006,2001,3052,1093,310,1230.0,809.0,2244
2006,2006,2377,793,96,809.0,587.0,1519
2006,2011,2339,783,342,866.0,523.0,1874
2006,2016,2206,1027,434,690.0,489.0,1473
2007,1986,6567,2854,1011,2069.0,,3884
2007,1991,3886,1024,0,1636.0,516.0,3274
2007,1996,4653,1767,247,1766.0,667.0,2774
2007,2001,4981,2148,272,1893.0,925.0,3111
2007,2006,4964,1778,389,1892.0,988.0,2713
2007,2011,3938,1509,681,1570.0,775.0,2607
2007,2016,5443,2363,680,1773.0,745.0,3088
2008,1986,0,0,0,,,0
2008,1991,0,0,0,,3057.0,0
2008,1996,0,0,0,,3139.0,0
2008,2001,36,36,0,18.0,4156.0,72
2008,2006,0,0,0,,3944.0,0
2008,2011,0,0,0,,3980.0,0
2008,2016,0,0,0,,4009.0,0
2009,1986,57,0,0,29.0,,87
2009,1991,0,0,0,,3808.0,0
2009,1996,0,0,0,,4758.0,0
2009,2001,0,0,0,,3677.0,0
2009,2006,17,0,0,17.0,4775.0,17
2009,2011,0,0,0,,4162.0,0
2009,2016,0,0,0,,4124.0,0
2010,1986,2340,1057,228,742.0,,1461
2010,1991,4295,2661,410,1432.0,0.0,2864
2010,1996,2459,851,38,832.0,134.0,1286
2010,2001,2278,901,201,816.0,294.0,1376
2010,2006,2520,925,116,914.0,354.0,1573
2010,2011,2220,904,44,916.0,271.0,1628
2010,2016,1771,591,134,786.0,75.0,1169
2011,1986,4367,1516,684,1513.0,,2087
2011,1991,1432,615,409,614.0,1907.0,819
2011,1996,3961,1727,171,1651.0,1675.0,2278
2011,2001,3882,1602,184,1688.0,1771.0,2584
2011,2006,3848,1288,188,1752.0,2017.0,2719
2011,2011,2944,968,620,1474.0,2177.0,1854
2011,2016,5521,2024,366,2385.0,2483.0,4069
2012,1986,3824,1856,115,1798.0,,1884
2012,1991,4295,1841,0,1841.0,1487.0,2455
2012,1996,5087,2309,540,2243.0,1840.0,2636
2012,2001,4179,1748,329,2117.0,2175.0,2295
2012,2006,3854,1281,255,1947.0,1737.0,2069
2012,2011,3684,1343,662,1816.0,2945.0,1882
2012,2016,5064,2214,211,2425.0,2800.0,3083
2013,1986,1884,915,57,942.0,,1199
2013,1991,3068,1227,0,1227.0,0.0,1228
2013,1996,1746,696,0,853.0,159.0,1013
2013,2001,1915,946,1006,907.0,183.0,1141
2013,2006,1866,766,125,808.0,174.0,1306
2013,2011,1924,821,246,856.0,185.0,1190
2013,2016,1317,566,32,638.0,102.0,912
2014,1986,23,23,0,23.0,,23
2014,1991,0,0,0,,3877.0,0
2014,1996,84,21,21,63.0,2800.0,63
2014,2001,69,70,0,35.0,2383.0,53
2014,2006,156,78,0,94.0,2847.0,124
2014,2011,836,271,23,436.0,2105.0,382
2014,2016,885,326,46,545.0,3170.0,603
2015,1986,1528,776,91,639.0,,937
2015,1991,1475,521,0,586.0,1494.0,803
2015,1996,1710,591,2318,591.0,1375.0,906
2015,2001,1721,729,182,645.0,2001.0,1059
2015,2006,1825,610,266,796.0,2431.0,1139
2015,2011,2057,995,326,912.0,2684.0,1378
2015,2016,1073,486,46,512.0,521.0,865
2016,1986,1483,638,228,821.0,,935
2016,1991,2538,956,303,1236.0,2722.0,1625
2016,1996,1982,819,0,1078.0,3325.0,1281
2016,2001,1274,564,33,811.0,3454.0,978
2016,2006,2449,750,203,1217.0,3251.0,1434
2016,2011,2393,745,36,1255.0,2693.0,1759
2016,2016,1306,364,135,900.0,3054.0,923
2017,1986,2327,820,319,821.0,,1413
2017,1991,1799,691,553,692.0,275.0,1382
2017,1996,2821,1212,127,962.0,445.0,1902
2017,2001,2853,971,778,875.0,471.0,1853
2017,2006,2833,780,140,966.0,400.0,1948
2017,2011,2592,836,72,815.0,570.0,1685
2017,2016,2172,699,555,743.0,400.0,1611
2018,1986,4288,1460,868,1391.0,,2603
2018,1991,2352,968,0,692.0,517.0,1523
2018,1996,3167,1455,738,1203.0,773.0,2300
2018,2001,4215,1545,215,1514.0,421.0,2830
2018,2006,3081,1249,323,1109.0,439.0,2353
2018,2011,2897,1236,516,1124.0,522.0,2215
2018,2016,3830,1680,390,1184.0,870.0,2803
2019,1986,46,23,0,23.0,,23
2019,1991,0,0,0,,145.0,0
2019,1996,0,0,0,,233.0,0
2019,2001,50,34,0,17.0,745.0,0
2019,2006,231,92,62,108.0,1052.0,154
2019,2011,195,80,198,55.0,1256.0,73
2019,2016,53,12,0,41.0,1218.0,64
2020,1986,6136,2053,2419,1734.0,,3446
2020,1991,5534,1937,1661,2075.0,433.0,4150
2020,1996,6102,2534,1201,1960.0,272.0,3897
2020,2001,7275,2654,1094,2304.0,1024.0,4793
2020,2006,5405,2218,277,1971.0,709.0,4140
2020,2011,6747,2497,1467,2320.0,954.0,4743
2020,2016,6432,2517,1919,1999.0,552.0,4601
2021,1986,388,160,0,114.0,,251
2021,1991,0,0,0,,1554.0,0
2021,1996,203,108,111,74.0,1618.0,108
2021,2001,66,17,0,33.0,2344.0,51
2021,2006,139,76,30,46.0,1696.0,122
2021,2011,260,88,0,76.0,1709.0,133
2021,2016,203,147,0,86.0,2281.0,183
2022,1986,0,0,0,,,0
2022,1991,0,0,0,,5260.0,0
2022,1996,0,0,0,,4632.0,0
2022,2001,0,0,0,,4131.0,0
2022,2006,48,16,0,16.0,4533.0,48
2022,2011,0,0,0,,3666.0,0
2022,2016,0,0,0,,4934.0,0
2023,1986,0,0,0,,,0
2023,1991,4967,2517,824,1453.0,180.0,2713
2023,1996,7211,3288,1533,2089.0,480.0,3937
2023,2001,7252,3308,895,2214.0,1060.0,4365
2023,2006,7407,3029,1322,2055.0,2337.0,4174
2023,2011,4787,1987,1575,1493.0,2019.0,2904
2023,2016,7446,2929,1641,2097.0,2002.0,4671
2024,1986,0,0,0,,,0
2024,1991,0,0,0,,567.0,0
2024,1996,0,0,0,,4440.0,0
2024,2001,0,0,0,,6015.0,0
2024,2006,0,0,0,,8399.0,0
2024,2011,0,0,0,,9842.0,0
2024,2016,133,55,0,32.0,11058.0,73
2025,1986,121,40,0,40.0,,60
2025,1991,1455,543,25,419.0,75.0,788
2025,1996,4062,1597,314,1065.0,482.0,2034
2025,2001,4992,1857,468,1424.0,816.0,2828
2025,2006,5661,2284,737,1733.0,1227.0,3427
2025,2011,5376,2621,1160,1769.0,1235.0,4055
2025,2016,5529,2382,689,1748.0,1242.0,3804
2026,1986,3850,1713,816,1081.0,,2027
2026,1991,4981,1522,0,1522.0,614.0,2490
2026,1996,5403,2287,1104,1597.0,771.0,2681
2026,2001,3526,1546,108,1150.0,782.0,2373
2026,2006,4046,1787,146,1349.0,646.0,2587
2026,2011,4346,2082,438,1630.0,784.0,3401
2026,2016,3220,1282,648,1082.0,690.0,2071
2027,1986,105,52,0,26.0,,52
2027,1991,968,692,0,415.0,1606.0,829
2027,1996,473,254,39,177.0,2465.0,294
2027,2001,0,0,0,,2052.0,0
2027,2006,358,195,0,130.0,3101.0,229
2027,2011,432,134,330,177.0,2742.0,276
2027,2016,609,275,560,159.0,3691.0,371
2028,1986,3191,1579,421,1055.0,,1949
2028,1991,1522,829,0,692.0,0.0,1384
2028,1996,1775,988,157,690.0,138.0,1242
2028,2001,1726,861,54,719.0,107.0,1132
2028,2006,1853,731,228,764.0,208.0,1334
2028,2011,2493,962,169,921.0,212.0,1626
2028,2016,1532,661,116,560.0,201.0,1076
2029,1986,4773,2557,344,2004.0,,3086
2029,1991,2905,968,277,1384.0,2322.0,1936
2029,1996,6149,2524,1021,2465.0,2243.0,3507
2029,2001,6747,2879,1496,2867.0,2025.0,3845
2029,2006,5617,2161,1221,2168.0,2032.0,3361
2029,2011,6113,2189,1536,2630.0,2205.0,3764
2029,2016,5247,2094,1288,2388.0,2756.0,3137
2030,1986,3560,1636,687,1108.0,,1948
2030,1991,2629,1521,2490,968.0,1836.0,1661
2030,1996,3671,1804,360,1344.0,2410.0,2168
2030,2001,3886,1454,72,1345.0,2177.0,2299
2030,2006,3298,1624,467,1272.0,2028.0,2040
2030,2011,3450,1389,591,1294.0,2295.0,2075
2030,2016,3405,1389,861,1409.0,1818.0,2333
2031,1986,5078,2206,302,1416.0,,2690
2031,1991,2905,969,0,830.0,177.0,1660
2031,1996,4052,1826,641,1404.0,218.0,2329
2031,2001,4071,2042,234,1439.0,305.0,2782
2031,2006,4855,1927,1187,1691.0,356.0,2900
2031,2011,5253,2239,623,1713.0,304.0,3168
2031,2016,4676,1741,1313,1543.0,152.0,2771
2032,1986,162,60,0,40.0,,80
2032,1991,1578,694,443,419.0,72.0,865
2032,1996,2926,1140,299,753.0,75.0,1580
2032,2001,2638,1055,180,746.0,295.0,1537
2032,2006,3012,1171,390,912.0,297.0,1938
2032,2011,3527,1278,512,1122.0,217.0,2232
2032,2016,2516,1037,369,818.0,197.0,1682
2033,1986,0,0,0,,,0
2033,1991,0,0,0,,27.0,0
2033,1996,39,0,0,20.0,0.0,40
2033,2001,99,34,132,33.0,98.0,51
2033,2006,3338,1490,497,922.0,292.0,1899
2033,2011,8206,3038,2091,2296.0,787.0,4644
2033,2016,8785,3468,851,2625.0,586.0,5295
2034,1986,0,0,0,,,0
2034,1991,0,0,0,,225.0,0
2034,1996,0,0,0,,60.0,0
2034,2001,1184,698,0,448.0,733.0,842
2034,2006,2149,880,604,684.0,899.0,1188
2034,2011,2316,840,648,690.0,837.0,1357
2034,2016,3191,1153,578,908.0,1052.0,1740
2035,1986,81,20,0,40.0,,60
2035,1991,0,0,0,,194.0,0
2035,1996,0,0,0,,311.0,0
2035,2001,1174,706,54,459.0,369.0,764
2035,2006,1596,748,204,679.0,643.0,969
2035,2011,2676,1289,159,1102.0,1349.0,1673
2035,2016,3221,1341,518,1609.0,2244.0,1979
2036,1986,668,243,284,202.0,,303
2036,1991,321,98,148,123.0,99.0,149
2036,1996,3819,1663,631,1069.0,117.0,1979
2036,2001,3532,1424,828,991.0,332.0,1892
2036,2006,4177,1629,510,1460.0,427.0,2480
2036,2011,4604,1746,884,1529.0,589.0,2866
2036,2016,4267,1346,900,1539.0,304.0,2947
2037,1986,40,40,0,20.0,,40
2037,1991,11216,3783,1661,3207.0,440.0,6137
2037,1996,4590,2035,719,1454.0,222.0,2420
2037,2001,8585,3870,1528,2624.0,559.0,5071
2037,2006,9098,3819,2028,2737.0,1275.0,5357
2037,2011,8177,3751,2262,2618.0,1163.0,5085
2037,2016,9163,4495,1415,2708.0,1311.0,6124
2038,1986,1983,949,161,566.0,,1053
2038,1991,4587,1679,911,1208.0,149.0,2147
2038,1996,4310,1875,1296,1261.0,420.0,2157
2038,2001,5447,2340,1561,1706.0,337.0,2900
2038,2006,4338,1717,1191,1304.0,649.0,2635
2038,2011,4455,2171,1263,1447.0,383.0,2978
2038,2016,4574,2030,389,1396.0,433.0,2815
2039,1986,0,0,0,,,0
2039,1991,0,0,0,,71.0,0
2039,1996,2305,1172,40,809.0,179.0,1395
2039,2001,9741,4557,912,3074.0,825.0,5769
2039,2006,12791,5910,2171,3983.0,1367.0,7422
2039,2011,12635,5850,2313,4123.0,1304.0,7831
2039,2016,11137,4349,2552,3390.0,1352.0,6463
2040,1986,3196,1112,1032,870.0,,1477
2040,1991,5795,2539,641,1652.0,1981.0,3308
2040,1996,5968,2471,614,1880.0,2895.0,3311
2040,2001,4313,1852,623,1353.0,3140.0,2512
2040,2006,5937,2224,1773,2056.0,2801.0,3554
2040,2011,6437,2651,653,2194.0,2565.0,4342
2040,2016,4713,1843,359,1913.0,3119.0,3798
2041,1986,2286,1093,40,688.0,,1436
2041,1991,8976,3624,666,2713.0,711.0,4983
2041,1996,7992,2924,818,2391.0,1386.0,4190
2041,2001,7735,3203,1623,2370.0,1421.0,4468
2041,2006,8040,3260,730,2864.0,1910.0,5372
2041,2011,8605,3753,977,3215.0,3289.0,5922
2041,2016,8351,3190,1393,2864.0,4397.0,5530
2042,1986,0,0,0,,,0
2042,1991,4069,1802,198,1159.0,896.0,2393
2042,1996,5176,2343,385,1537.0,1131.0,3071
2042,2001,6460,2487,660,1906.0,1652.0,3590
2042,2006,6013,2555,1366,1825.0,2858.0,3552
2042,2011,7076,3063,1237,2399.0,2339.0,4758
2042,2016,6974,2761,1358,2123.0,2667.0,4203
2043,1986,0,0,0,,,0
2043,1991,0,0,0,,0.0,0
2043,1996,61,20,0,20.0,99.0,40
2043,2001,0,0,0,,27.0,0
2043,2006,0,0,0,,138.0,0
2043,2011,32,0,0,16.0,68.0,16
2043,2016,15,0,0,7.0,68.0,7
2044,1986,0,0,0,,,0
2044,1991,0,0,0,,50.0,0
2044,1996,0,0,0,,78.0,0
2044,2001,0,0,0,,557.0,0
2044,2006,0,0,0,,315.0,0
2044,2011,0,0,0,,167.0,0
2044,2016,0,0,0,,102.0,0
2045,1986,0,0,0,,,0
2045,1991,0,0,0,,22.0,0
2045,1996,81,60,0,20.0,20.0,60
2045,2001,116,68,0,66.0,253.0,102
2045,2006,1889,879,37,729.0,292.0,1329
2045,2011,5410,2396,648,1731.0,513.0,3288
2045,2016,8793,3650,1566,2739.0,958.0,5348
2046,1986,0,0,0,,,0
2046,1991,0,0,0,,0.0,0
2046,1996,0,0,0,,0.0,0
2046,2001,0,0,0,,13.0,0
2046,2006,37,38,0,19.0,33.0,38
2046,2011,29,0,0,14.0,0.0,28
2046,2016,0,0,0,,0.0,0
2047,1986,266,120,0,73.0,,120
2047,1991,0,0,0,,49.0,0
2047,1996,0,0,0,,65.0,0
2047,2001,0,0,0,,33.0,0
2047,2006,0,0,0,,33.0,0
2047,2011,0,0,0,,0.0,0
2047,2016,5,0,0,5.0,14.0,5
2048,1986,20,0,0,20.0,,20
2048,1991,0,0,0,,0.0,0
2048,1996,210,126,0,53.0,71.0,160
2048,2001,0,0,0,,13.0,0
2048,2006,37,19,0,19.0,79.0,38
2048,2011,28,0,0,14.0,91.0,28
2048,2016,79,20,40,20.0,0.0,40
2049,1986,0,0,0,,,0
2049,1991,0,0,0,,0.0,0
2049,1996,18,18,0,18.0,57.0,18
2049,2001,0,0,0,,0.0,0
2049,2006,0,0,0,,83.0,0
2049,2011,46,23,0,23.0,20.0,69
2049,2016,42,14,0,14.0,0.0,42
2050,1986,382,168,48,143.0,,264
2050,1991,438,0,0,219.0,202.0,219
2050,1996,792,170,0,321.0,114.0,605
2050,2001,1046,353,94,340.0,194.0,763
2050,2006,1352,447,46,584.0,256.0,984
2050,2011,1437,685,0,560.0,249.0,950
2050,2016,1037,523,91,413.0,284.0,802
2051,1986,2957,1385,214,1169.0,,1957
2051,1991,2188,1533,875,875.0,453.0,1971
2051,1996,1943,679,0,830.0,589.0,1474
2051,2001,2322,754,0,1086.0,843.0,1780
2051,2006,2550,724,93,1183.0,758.0,1889
2051,2011,3270,876,418,1711.0,515.0,2529
2051,2016,3771,1109,56,2116.0,743.0,2975
2052,1986,1646,597,144,572.0,,1024
2052,1991,2406,876,0,875.0,1334.0,1094
2052,1996,1490,623,0,585.0,996.0,887
2052,2001,1631,675,0,549.0,1290.0,1007
2052,2006,1644,630,136,691.0,1440.0,1123
2052,2011,2857,1230,377,1037.0,1359.0,1892
2052,2016,1363,534,44,687.0,1555.0,1240
2053,1986,1741,837,0,525.0,,1120
2053,1991,656,219,0,438.0,916.0,657
2053,1996,1547,643,151,490.0,1149.0,980
2053,2001,1026,460,0,373.0,1099.0,719
2053,2006,1521,552,31,553.0,1206.0,952
2053,2011,1426,468,123,521.0,1571.0,924
2053,2016,963,309,0,453.0,2374.0,737
2054,1986,2003,836,333,811.0,,1408
2054,1991,1094,438,0,656.0,324.0,876
2054,1996,2301,868,38,943.0,478.0,1620
2054,2001,2425,928,15,1069.0,590.0,1780
2054,2006,2332,1068,273,933.0,649.0,1860
2054,2011,2199,742,0,1002.0,399.0,1775
2054,2016,2954,1142,298,1356.0,715.0,2260
2055,1986,5104,1908,1073,1908.0,,2888
2055,1991,8969,3282,1532,2188.0,550.0,4379
2055,1996,4370,1940,161,1873.0,612.0,2959
2055,2001,4859,2021,367,2042.0,626.0,3022
2055,2006,4896,1803,719,1982.0,607.0,2991
2055,2011,3051,1257,713,1353.0,225.0,2135
2055,2016,5565,2586,220,2065.0,391.0,3804
2056,1986,335,96,382,144.0,,192
2056,1991,684,0,0,513.0,1890.0,513
2056,1996,92,23,46,23.0,1919.0,23
2056,2001,27,28,0,14.0,1881.0,14
2056,2006,34,0,0,17.0,2064.0,51
2056,2011,255,68,0,156.0,2923.0,207
2056,2016,143,14,0,127.0,2935.0,95
2057,1986,2656,1460,96,1412.0,,2010
2057,1991,5480,2356,290,2626.0,2585.0,3720
2057,1996,7422,3167,440,3560.0,3157.0,4579
2057,2001,7757,3165,155,3832.0,2983.0,5057
2057,2006,7760,2639,944,3889.0,2920.0,5107
2057,2011,6906,2422,471,3389.0,3246.0,4590
2057,2016,8041,3680,88,3988.0,2844.0,5799
2058,1986,909,360,120,311.0,,528
2058,1991,1368,684,0,513.0,357.0,855
2058,1996,1372,767,0,575.0,448.0,1048
2058,2001,1540,697,117,555.0,800.0,882
2058,2006,1078,319,34,438.0,386.0,674
2058,2011,1793,799,308,605.0,535.0,1018
2058,2016,1138,700,21,536.0,407.0,867
2059,1986,4451,1819,288,2082.0,,2728
2059,1991,4958,2223,0,1881.0,2922.0,3591
2059,1996,4837,2178,442,2135.0,2757.0,3130
2059,2001,4333,1974,329,2078.0,2995.0,3038
2059,2006,4561,1844,238,2143.0,2455.0,3053
2059,2011,4485,1669,970,2009.0,3052.0,2807
2059,2016,4618,2030,132,2249.0,2569.0,3593
2060,1986,4283,2057,384,2202.0,,2657
2060,1991,2854,1725,0,1492.0,2532.0,2088
2060,1996,4725,2124,120,2724.0,2683.0,3104
2060,2001,4516,1685,104,2624.0,3089.0,2841
2060,2006,4878,1788,400,2546.0,2325.0,3231
2060,2011,6214,2204,656,3318.0,3152.0,4200
2060,2016,5894,2162,181,3309.0,3713.0,4281
2061,1986,3901,1460,360,1508.0,,2130
2061,1991,3249,1368,0,1881.0,47.0,2565
2061,1996,3754,1593,168,1678.0,740.0,2580
2061,2001,3519,1346,252,1473.0,915.0,1920
2061,2006,2847,1043,380,1446.0,885.0,2044
2061,2011,3418,1233,398,1515.0,888.0,1983
2061,2016,3205,1043,42,1505.0,696.0,2145
2062,1986,3781,1580,360,1364.0,,2252
2062,1991,4104,2223,0,1710.0,1483.0,2223
2062,1996,3611,1399,122,1502.0,1392.0,2316
2062,2001,3779,1556,78,1740.0,2689.0,2468
2062,2006,4288,1561,352,1704.0,1919.0,2490
2062,2011,2346,902,114,1082.0,1834.0,1565
2062,2016,3636,1773,260,1551.0,2205.0,2598
2063,1986,262,79,130,131.0,,104
2063,1991,0,0,0,,3384.0,0
2063,1996,0,0,0,,4286.0,0
2063,2001,0,0,0,,3103.0,0
2063,2006,529,71,0,370.0,4000.0,336
2063,2011,431,97,0,291.0,4016.0,284
2063,2016,208,17,0,148.0,4560.0,151
2064,1986,4615,1677,1099,2150.0,,2465
2064,1991,3650,1520,304,1673.0,634.0,2281
2064,1996,4635,1628,609,2175.0,719.0,2643
2064,2001,4775,1479,876,2284.0,461.0,2814
2064,2006,4539,1624,741,2113.0,828.0,2484
2064,2011,5388,1800,232,2627.0,764.0,3111
2064,2016,5003,1704,878,2430.0,837.0,3046
2065,1986,1678,654,576,551.0,,944
2065,1991,1977,760,0,608.0,122.0,1064
2065,1996,2257,996,82,915.0,340.0,1670
2065,2001,2737,923,69,1065.0,614.0,1821
2065,2006,2066,684,96,810.0,384.0,1429
2065,2011,2127,1003,460,815.0,541.0,1619
2065,2016,2110,784,99,840.0,693.0,1585
2066,1986,3330,1311,234,1075.0,,2465
2066,1991,1966,627,84,690.0,210.0,1318
2066,1996,1870,610,123,651.0,227.0,1177
2066,2001,1663,467,383,606.0,199.0,1126
2066,2006,1939,668,590,699.0,278.0,1273
2066,2011,1847,623,150,720.0,219.0,1288
2066,2016,1822,639,38,677.0,242.0,1392
2067,1986,3618,1625,525,1154.0,,1937
2067,1991,3042,1216,0,1065.0,373.0,1672
2067,1996,3537,1505,183,1301.0,228.0,2457
2067,2001,3328,1387,450,1318.0,336.0,2445
2067,2006,3364,1250,177,1356.0,277.0,2379
2067,2011,2950,1133,979,1127.0,328.0,2098
2067,2016,2608,1346,153,1031.0,279.0,1911
2068,1986,0,0,0,,,0
2068,1991,152,0,0,152.0,3434.0,152
2068,1996,81,40,0,20.0,2528.0,60
2068,2001,88,54,0,35.0,3257.0,71
2068,2006,212,18,0,123.0,3508.0,88
2068,2011,299,86,0,129.0,4497.0,117
2068,2016,331,62,0,113.0,4821.0,161
2069,1986,21,0,0,21.0,,21
2069,1991,0,0,0,,5444.0,0
2069,1996,0,0,0,,5295.0,0
2069,2001,348,167,0,116.0,4457.0,200
2069,2006,487,212,0,183.0,5359.0,273
2069,2011,522,324,48,242.0,4453.0,298
2069,2016,1548,931,72,648.0,5145.0,1134
2070,1986,3613,1394,720,972.0,,1901
2070,1991,1521,456,0,761.0,0.0,912
2070,1996,2731,1167,318,910.0,99.0,1663
2070,2001,3256,1764,492,1162.0,318.0,2145
2070,2006,2665,1157,259,959.0,76.0,1843
2070,2011,2788,1199,393,1015.0,160.0,1889
2070,2016,2686,1009,77,1012.0,141.0,1756
2071,1986,3423,1330,211,951.0,,1898
2071,1991,6084,2738,0,1825.0,934.0,3802
2071,1996,2969,1167,118,1128.0,441.0,1862
2071,2001,3395,1393,281,1240.0,369.0,2148
2071,2006,3122,1126,290,1295.0,639.0,2057
2071,2011,3271,1301,303,1259.0,795.0,2052
2071,2016,2922,1094,39,1124.0,795.0,1868
2072,1986,2514,886,379,761.0,,1499
2072,1991,3803,1369,0,1065.0,23.0,2282
2072,1996,1643,695,119,633.0,317.0,1387
2072,2001,2402,751,98,862.0,266.0,1592
2072,2006,2065,663,241,738.0,235.0,1355
2072,2011,2384,1014,398,908.0,194.0,1696
2072,2016,2524,1094,0,820.0,181.0,1697
2073,1986,2536,1290,147,740.0,,1709
2073,1991,3803,1216,608,1521.0,327.0,3042
2073,1996,2830,1247,198,950.0,179.0,2081
2073,2001,2378,903,165,1006.0,353.0,1813
2073,2006,2230,783,90,844.0,229.0,1672
2073,2011,1556,617,135,674.0,315.0,1358
2073,2016,2091,809,165,759.0,230.0,1537
2074,1986,4166,1529,397,1371.0,,2660
2074,1991,4411,1826,0,1673.0,269.0,2736
2074,1996,4078,1640,160,1759.0,582.0,2860
2074,2001,4646,1813,130,2033.0,578.0,3323
2074,2006,4698,1464,253,2168.0,623.0,3088
2074,2011,4388,1805,455,1946.0,671.0,3048
2074,2016,4795,1565,122,1919.0,559.0,3458
2075,1986,5933,2557,632,2268.0,,3953
2075,1991,3803,912,0,1521.0,192.0,1977
2075,1996,4838,1880,300,1779.0,385.0,2900
2075,2001,4230,1692,897,1513.0,353.0,2479
2075,2006,4066,1626,288,1626.0,600.0,2602
2075,2011,5220,1762,2348,2186.0,466.0,3376
2075,2016,4165,1721,160,1739.0,707.0,2988
2076,1986,4457,1792,423,1371.0,,2478
2076,1991,4715,1977,0,1521.0,772.0,2738
2076,1996,6127,2618,492,2327.0,1106.0,3854
2076,2001,6896,2886,279,2686.0,748.0,4338
2076,2006,7780,3361,761,3003.0,1066.0,5106
2076,2011,6980,2766,652,2703.0,1228.0,4198
2076,2016,8438,3912,807,3318.0,1254.0,5559
2077,1986,0,0,0,,,0
2077,1991,0,0,0,,2264.0,0
2077,1996,0,0,0,,4059.0,0
2077,2001,0,0,0,,4438.0,0
2077,2006,405,248,155,187.0,5938.0,248
2077,2011,845,432,22,369.0,6181.0,474
2077,2016,303,216,16,158.0,6429.0,255
2078,1986,47,23,0,23.0,,46
2078,1991,294,0,1176,147.0,495.0,294
2078,1996,0,0,0,,2135.0,0
2078,2001,1990,1185,49,739.0,4010.0,1297
2078,2006,3099,1707,420,1145.0,6121.0,1922
2078,2011,3439,1391,302,1351.0,8026.0,2046
2078,2016,4039,1882,368,1714.0,8928.0,2277
2079,1986,305,138,0,94.0,,210
2079,1991,441,294,0,147.0,47.0,147
2079,1996,91,0,0,45.0,0.0,69
2079,2001,3356,1650,293,1169.0,1014.0,2092
2079,2006,9580,4897,634,3346.0,966.0,6076
2079,2011,13728,5978,1136,4513.0,1667.0,7797
2079,2016,13588,5905,1522,4459.0,1502.0,7829
2080,1986,141,46,0,47.0,,94
2080,1991,1471,763,162,409.0,48.0,952
2080,1996,4309,1749,318,1383.0,402.0,2542
2080,2001,7849,3511,200,2571.0,989.0,5402
2080,2006,10302,4439,951,3716.0,2013.0,6886
2080,2011,10649,4677,708,4049.0,2425.0,7606
2080,2016,8976,3465,528,3311.0,1696.0,6548
2081,1986,0,0,0,,,0
2081,1991,441,147,0,147.0,4924.0,294
2081,1996,0,0,0,,3190.0,0
2081,2001,0,0,0,,4546.0,0
2081,2006,70,54,0,35.0,4865.0,54
2081,2011,0,0,0,,5498.0,0
